customer_id,customer_fname,customer_segment,customer_city,customer_state,customer_country
14676,Gay,Consumer,Caguas,PR,Puerto Rico
14087,Audrey,Consumer,Caguas,PR,Puerto Rico
13194,Riley,Consumer,Caguas,PR,Puerto Rico
14513,Imani,Consumer,Caguas,PR,Puerto Rico
13461,Mechelle,Consumer,Caguas,PR,Puerto Rico
14510,Imani,Consumer,Caguas,PR,Puerto Rico
13190,Whitney,Consumer,Caguas,PR,Puerto Rico
14508,Roanna,Consumer,Caguas,PR,Puerto Rico
14472,Vivian,Consumer,Caguas,PR,Puerto Rico
14562,Xantha,Consumer,Caguas,PR,Puerto Rico
13206,Zia,Consumer,Caguas,PR,Puerto Rico
13080,Mara,Consumer,Caguas,PR,Puerto Rico
14633,Sloane,Consumer,Caguas,PR,Puerto Rico
14097,Winifred,Consumer,Caguas,PR,Puerto Rico
13024,Giselle,Consumer,Caguas,PR,Puerto Rico
778,John,Consumer,Caguas,PR,Puerto Rico
7146,Nancy,Consumer,Caguas,PR,Puerto Rico
6365,Mary,Consumer,Caguas,PR,Puerto Rico
8422,Wayne,Consumer,Caguas,PR,Puerto Rico
3784,Mary,Consumer,Caguas,PR,Puerto Rico
10519,Mary,Consumer,Caguas,PR,Puerto Rico
7132,David,Consumer,Caguas,PR,Puerto Rico
3709,Mary,Consumer,Caguas,PR,Puerto Rico
1509,Patricia,Consumer,Freeport,NY,EE. UU.
1636,Julie,Consumer,Fort Washington,MD,EE. UU.
2784,Lisa,Consumer,Bakersfield,CA,EE. UU.
9174,Tyler,Consumer,Corona,NY,EE. UU.
122,Karen,Consumer,Cincinnati,OH,EE. UU.
3800,Shawn,Consumer,Germantown,MD,EE. UU.
10029,Mary,Consumer,Carrollton,TX,EE. UU.
2805,Willie,Consumer,Houston,TX,EE. UU.
12253,Mary,Consumer,Carlisle,PA,EE. UU.
3528,Nicole,Consumer,Los Angeles,CA,EE. UU.
11018,Bruce,Consumer,Ewa Beach,HI,EE. UU.
3222,Mary,Consumer,Lakewood,NJ,EE. UU.
6246,Melissa,Consumer,Rome,NY,EE. UU.
8741,Gregory,Consumer,Vista,CA,EE. UU.
8050,Elizabeth,Consumer,Fort Worth,TX,EE. UU.
5474,Mary,Consumer,Fond Du Lac,WI,EE. UU.
474,Mary,Consumer,Philadelphia,PA,EE. UU.
12255,Mary,Consumer,Ontario,CA,EE. UU.
10288,Mark,Consumer,Oviedo,FL,EE. UU.
4717,Mary,Consumer,Buffalo,NY,EE. UU.
4799,Paul,Consumer,Honolulu,HI,EE. UU.
4533,Walter,Consumer,Oceanside,CA,EE. UU.
12383,Joyce,Consumer,North Tonawanda,NY,EE. UU.
3518,Daniel,Consumer,Clovis,CA,EE. UU.
4674,Mary,Consumer,Jamaica,NY,EE. UU.
8519,Pamela,Consumer,Granite City,IL,EE. UU.
5302,Betty,Consumer,Medford,MA,EE. UU.
3594,Mary,Consumer,Pomona,CA,EE. UU.
9890,Christian,Consumer,Tempe,AZ,EE. UU.
1410,Mary,Consumer,Santa Ana,CA,EE. UU.
7521,Mary,Consumer,York,PA,EE. UU.
2106,Mary,Consumer,Aurora,CO,EE. UU.
8144,Mary,Consumer,Simi Valley,CA,EE. UU.
5643,Tiffany,Consumer,Silver Spring,MD,EE. UU.
2041,Paul,Consumer,Saint Paul,MN,EE. UU.
7537,Stephen,Consumer,San Antonio,TX,EE. UU.
3056,George,Consumer,Philadelphia,PA,EE. UU.
7967,Samuel,Consumer,Philadelphia,PA,EE. UU.
1758,Larry,Consumer,Bronx,NY,EE. UU.
7884,Peter,Corporate,Greenville,NC,EE. UU.
289,Diana,Corporate,Morristown,NJ,EE. UU.
10081,Mary,Corporate,San Diego,CA,EE. UU.
1169,Mary,Corporate,Oxnard,CA,EE. UU.
1182,Mary,Corporate,Miami,FL,EE. UU.
717,Mary,Corporate,Albuquerque,NM,EE. UU.
20423,Ainsley,Corporate,Amarillo,TX,EE. UU.
5801,Theresa,Corporate,Lutz,FL,EE. UU.
702,Cynthia,Corporate,Bend,OR,EE. UU.
6951,Mary,Corporate,East Brunswick,NJ,EE. UU.
6780,Sean,Corporate,Lancaster,SC,EE. UU.
6422,Jonathan,Corporate,Ontario,CA,EE. UU.
5384,Christopher,Corporate,Houston,TX,EE. UU.
2985,Donald,Corporate,Hampton,VA,EE. UU.
18349,Rana,Corporate,New York,NY,EE. UU.
11286,Mary,Corporate,Porterville,CA,EE. UU.
489,William,Corporate,Portland,OR,EE. UU.
4510,Rachel,Corporate,Strongsville,OH,EE. UU.
9626,Dorothy,Corporate,El Paso,TX,EE. UU.
9494,Robert,Corporate,Del Rio,TX,EE. UU.
1718,Mary,Corporate,Buffalo,NY,EE. UU.
5295,Mary,Corporate,Bountiful,UT,EE. UU.
3984,Brenda,Corporate,Kent,WA,EE. UU.
5270,Andrea,Corporate,Chicago,IL,EE. UU.
10966,Martha,Corporate,Plymouth,MA,EE. UU.
1868,Mary,Corporate,Far Rockaway,NY,EE. UU.
17446,Freya,Corporate,Houston,TX,EE. UU.
10071,Mary,Corporate,Philadelphia,PA,EE. UU.
1271,Carolyn,Corporate,Simi Valley,CA,EE. UU.
11930,Mary,Corporate,Detroit,MI,EE. UU.
20529,Lynn,Corporate,Garden Grove,CA,EE. UU.
8358,Mary,Corporate,San Diego,CA,EE. UU.
7705,Julia,Corporate,Chicago,IL,EE. UU.
17392,Patience,Corporate,Placentia,CA,EE. UU.
18276,Cheryl,Corporate,San Jose,CA,EE. UU.
7795,Sandra,Corporate,Honolulu,HI,EE. UU.
20655,Whitney,Corporate,Mentor,OH,EE. UU.
2454,Kyle,Corporate,Santa Clara,CA,EE. UU.
150,Mary,Corporate,Union,NJ,EE. UU.
10671,Timothy,Corporate,Long Beach,CA,EE. UU.
11924,Mary,Corporate,Westminster,CA,EE. UU.
16086,Aimee,Corporate,Pompano Beach,FL,EE. UU.
4398,Mary,Consumer,Azusa,CA,EE. UU.
5687,Mary,Consumer,Fort Lauderdale,FL,EE. UU.
8534,Mary,Consumer,San Antonio,TX,EE. UU.
3372,Virginia,Consumer,Princeton,NJ,EE. UU.
10927,Jessica,Consumer,Perth Amboy,NJ,EE. UU.
3597,Margaret,Consumer,Miami,FL,EE. UU.
2052,Mary,Consumer,Loveland,OH,EE. UU.
4399,Richard,Consumer,Virginia Beach,VA,EE. UU.
185,Deborah,Consumer,Louisville,KY,EE. UU.
3441,Emma,Consumer,Lockport,NY,EE. UU.
11947,Mary,Consumer,Chicago,IL,EE. UU.
1555,Adam,Consumer,Staten Island,NY,EE. UU.
9399,Mary,Consumer,Tucson,AZ,EE. UU.
2792,Roy,Consumer,Plymouth,MA,EE. UU.
10118,Mary,Consumer,Cleveland,OH,EE. UU.
8544,Sarah,Consumer,Bronx,NY,EE. UU.
4296,Edward,Consumer,Webster,NY,EE. UU.
4391,Harry,Consumer,Stockton,CA,EE. UU.
2882,Mary,Consumer,Amarillo,TX,EE. UU.
3283,Charles,Consumer,Martinsburg,WV,EE. UU.
397,Mary,Consumer,Cumberland,MD,EE. UU.
4104,Debra,Consumer,Pekin,IL,EE. UU.
12214,Jennifer,Consumer,Tallahassee,FL,EE. UU.
10699,Mary,Consumer,Jacksonville,FL,EE. UU.
2091,Doris,Consumer,Woonsocket,RI,EE. UU.
10474,Benjamin,Consumer,Stockton,CA,EE. UU.
7504,Stephanie,Consumer,Lithonia,GA,EE. UU.
7518,Mary,Consumer,Oak Lawn,IL,EE. UU.
1738,Nicholas,Consumer,Detroit,MI,EE. UU.
1622,Mary,Consumer,Alhambra,CA,EE. UU.
1325,Gregory,Consumer,New Haven,CT,EE. UU.
5505,Joseph,Consumer,North Tonawanda,NY,EE. UU.
4210,Matthew,Consumer,Phoenix,AZ,EE. UU.
11229,Diane,Consumer,Kenner,LA,EE. UU.
9385,Andrew,Consumer,Washington,PA,EE. UU.
900,George,Consumer,Holland,MI,EE. UU.
6217,Roger,Consumer,Morrisville,PA,EE. UU.
9466,Mary,Consumer,Memphis,TN,EE. UU.
4596,Mary,Consumer,Federal Way,WA,EE. UU.
5206,Mary,Consumer,San Diego,CA,EE. UU.
2823,Danielle,Consumer,Chicago,IL,EE. UU.
10408,Sandra,Consumer,Los Angeles,CA,EE. UU.
11011,Mary,Consumer,Bronx,NY,EE. UU.
40,Mary,Consumer,Long Beach,CA,EE. UU.
11636,Patrick,Consumer,Chicago,IL,EE. UU.
7454,Andrew,Corporate,West Covina,CA,EE. UU.
5138,William,Corporate,Ventura,CA,EE. UU.
8696,Mary,Corporate,Washington,DC,EE. UU.
2329,Mary,Corporate,Valrico,FL,EE. UU.
12431,Mary,Corporate,Kaneohe,HI,EE. UU.
10860,Mary,Corporate,Ventura,CA,EE. UU.
12094,Mary,Corporate,Brooklyn,NY,EE. UU.
5088,Mary,Corporate,Oceanside,CA,EE. UU.
2200,Evelyn,Corporate,Fort Worth,TX,EE. UU.
3997,Margaret,Corporate,Brooklyn,NY,EE. UU.
8746,Charles,Corporate,Cleveland,OH,EE. UU.
3687,Mary,Corporate,Philadelphia,PA,EE. UU.
9162,Christina,Corporate,Lodi,CA,EE. UU.
8993,Mary,Corporate,Bakersfield,CA,EE. UU.
5875,Mary,Corporate,Philadelphia,PA,EE. UU.
2502,Mary,Corporate,Long Beach,CA,EE. UU.
9563,Pamela,Corporate,San Jose,CA,EE. UU.
7259,Jerry,Corporate,Murfreesboro,TN,EE. UU.
3131,Mary,Corporate,Carlsbad,CA,EE. UU.
4140,Brandon,Corporate,Hamilton,OH,EE. UU.
4539,Jacqueline,Corporate,Houston,TX,EE. UU.
6071,Mary,Corporate,New York,NY,EE. UU.
8730,Mary,Corporate,Hayward,CA,EE. UU.
9634,Mary,Corporate,Bridgeton,NJ,EE. UU.
8010,Kathy,Corporate,Martinsburg,WV,EE. UU.
3484,Rebecca,Corporate,Bay Shore,NY,EE. UU.
7307,Brandon,Corporate,Palatine,IL,EE. UU.
1975,Mary,Corporate,Smyrna,GA,EE. UU.
629,Matthew,Corporate,Van Nuys,CA,EE. UU.
11753,Richard,Corporate,Opa Locka,FL,EE. UU.
5375,Jeremy,Corporate,Los Angeles,CA,EE. UU.
1695,Amanda,Corporate,Saint Paul,MN,EE. UU.
9884,Maria,Corporate,Edison,NJ,EE. UU.
8498,Joseph,Corporate,Baytown,TX,EE. UU.
7534,Mary,Corporate,Sylmar,CA,EE. UU.
123,Mary,Corporate,Bend,OR,EE. UU.
8925,Mary,Corporate,Opa Locka,FL,EE. UU.
5981,Ronald,Corporate,Burnsville,MN,EE. UU.
7347,Carolyn,Corporate,Huntington Station,NY,EE. UU.
19445,Felicia,Corporate,Caguas,PR,Puerto Rico
19444,Wanda,Corporate,Sunnyvale,CA,EE. UU.
19443,Hayfa,Corporate,Sugar Land,TX,EE. UU.
19442,Lavinia,Corporate,Caguas,PR,Puerto Rico
19441,Yetta,Corporate,Brighton,MA,EE. UU.
19440,Jennifer,Corporate,Caguas,PR,Puerto Rico
19439,Mara,Corporate,Garden Grove,CA,EE. UU.
19438,Cleo,Home Office,Caguas,PR,Puerto Rico
19437,Cally,Corporate,Bismarck,ND,EE. UU.
19436,Wynter,Home Office,Caguas,PR,Puerto Rico
19435,Hyacinth,Consumer,Gaithersburg,MD,EE. UU.
19434,Emma,Corporate,Caguas,PR,Puerto Rico
19433,Xerxes,Corporate,Bismarck,ND,EE. UU.
19432,Noel,Corporate,Honolulu,HI,EE. UU.
19431,Maryam,Corporate,Lilburn,GA,EE. UU.
19430,Naida,Corporate,Caguas,PR,Puerto Rico
19429,Lana,Consumer,Virginia Beach,VA,EE. UU.
19428,Patience,Consumer,Azusa,CA,EE. UU.
19427,Rylee,Corporate,Long Beach,CA,EE. UU.
19426,Dakota,Consumer,Bronx,NY,EE. UU.
19425,Fallon,Consumer,Caguas,PR,Puerto Rico
19424,Kylynn,Consumer,Provo,UT,EE. UU.
19423,Inez,Consumer,Columbia,TN,EE. UU.
19422,Carolyn,Consumer,Caguas,PR,Puerto Rico
19421,Miriam,Consumer,Stockton,CA,EE. UU.
19420,Danielle,Home Office,Marietta,GA,EE. UU.
19419,Chloe,Home Office,Caguas,PR,Puerto Rico
19418,Beverly,Consumer,Holland,MI,EE. UU.
19417,Gillian,Home Office,Rio Grande,PR,Puerto Rico
19416,Madeline,Home Office,Brooklyn,NY,EE. UU.
19415,Yoshi,Consumer,Caguas,PR,Puerto Rico
19414,Hadley,Corporate,Denver,CO,EE. UU.
19413,Renee,Corporate,Taylor,MI,EE. UU.
19412,Iola,Corporate,Caguas,PR,Puerto Rico
19411,Tamekah,Corporate,Chicago,IL,EE. UU.
19410,Cherokee,Corporate,Caguas,PR,Puerto Rico
19409,Odessa,Corporate,Detroit,MI,EE. UU.
19408,Rose,Consumer,Caguas,PR,Puerto Rico
19407,Linda,Consumer,Murfreesboro,TN,EE. UU.
19406,May,Consumer,Caguas,PR,Puerto Rico
19405,Lilah,Corporate,Cleveland,OH,EE. UU.
19404,Tana,Consumer,Caguas,PR,Puerto Rico
19403,Emi,Corporate,Lockport,NY,EE. UU.
19402,Cynthia,Corporate,Caguas,PR,Puerto Rico
19401,Myra,Corporate,Saint Charles,MO,EE. UU.
19400,Medge,Corporate,Los Angeles,CA,EE. UU.
19399,Chloe,Home Office,Cupertino,CA,EE. UU.
19398,Beatrice,Home Office,Caguas,PR,Puerto Rico
19397,Ria,Home Office,Springfield,MO,EE. UU.
19396,Charity,Home Office,Caguas,PR,Puerto Rico
19395,Nell,Home Office,Mission Viejo,CA,EE. UU.
19394,Tamara,Home Office,Los Angeles,CA,EE. UU.
19393,Phyllis,Home Office,Caguas,PR,Puerto Rico
19392,Nelle,Home Office,Roswell,GA,EE. UU.
19391,Aimee,Corporate,Caguas,PR,Puerto Rico
19390,Blossom,Home Office,Ypsilanti,MI,EE. UU.
19389,Breanna,Corporate,Brooklyn,NY,EE. UU.
19388,Katelyn,Corporate,Caguas,PR,Puerto Rico
19387,Karly,Corporate,Peoria,AZ,EE. UU.
19386,Olga,Corporate,Caguas,PR,Puerto Rico
19385,Brenna,Corporate,Garden Grove,CA,EE. UU.
19384,Tatyana,Home Office,Caguas,PR,Puerto Rico
19383,Ifeoma,Corporate,Clementon,NJ,EE. UU.
19382,Kitra,Corporate,Memphis,TN,EE. UU.
19381,Summer,Consumer,Antioch,TN,EE. UU.
19380,Sopoline,Consumer,Caguas,PR,Puerto Rico
19379,Emma,Home Office,Salt Lake City,UT,EE. UU.
19378,Eliana,Consumer,Caguas,PR,Puerto Rico
19377,Denise,Consumer,Bakersfield,CA,EE. UU.
19376,Hermione,Corporate,Caguas,PR,Puerto Rico
19375,Lara,Consumer,Granada Hills,CA,EE. UU.
19374,Hedy,Consumer,Caguas,PR,Puerto Rico
19373,Violet,Home Office,Tallahassee,FL,EE. UU.
19372,Taylor,Home Office,Caguas,PR,Puerto Rico
19371,Clare,Home Office,Hempstead,NY,EE. UU.
19370,Xerxes,Corporate,Caguas,PR,Puerto Rico
19369,Rhonda,Corporate,Astoria,NY,EE. UU.
19368,Morgan,Consumer,Gilroy,CA,EE. UU.
19367,Illiana,Consumer,Caguas,PR,Puerto Rico
19366,Joan,Consumer,Azusa,CA,EE. UU.
19365,Amity,Consumer,Caguas,PR,Puerto Rico
19364,Jayme,Consumer,Lenoir,NC,EE. UU.
19363,Geraldine,Consumer,Columbus,OH,EE. UU.
19362,Anika,Consumer,Albany,OR,EE. UU.
19361,Dana,Consumer,Humacao,PR,Puerto Rico
19360,Blossom,Corporate,Caguas,PR,Puerto Rico
19359,Sybil,Corporate,Lindenhurst,NY,EE. UU.
19358,Genevieve,Corporate,Elyria,OH,EE. UU.
19357,Tara,Corporate,Caguas,PR,Puerto Rico
19356,Emma,Consumer,Riverside,CA,EE. UU.
19355,Geraldine,Corporate,Caguas,PR,Puerto Rico
19354,Lilah,Home Office,Carson,CA,EE. UU.
19353,Ella,Consumer,Mesa,AZ,EE. UU.
19352,Lilah,Home Office,Caguas,PR,Puerto Rico
19351,Alyssa,Home Office,Honolulu,HI,EE. UU.
19350,Heather,Consumer,Caguas,PR,Puerto Rico
12069,Brittany,Home Office,Caguas,PR,Puerto Rico
9597,Lori,Home Office,Caguas,PR,Puerto Rico
9467,Billy,Home Office,Caguas,PR,Puerto Rico
2546,Mary,Home Office,Caguas,PR,Puerto Rico
2240,Edward,Home Office,Caguas,PR,Puerto Rico
11650,Mary,Home Office,Caguas,PR,Puerto Rico
10368,Matthew,Home Office,Caguas,PR,Puerto Rico
6489,Maria,Home Office,Caguas,PR,Puerto Rico
10533,Michael,Home Office,Caguas,PR,Puerto Rico
11292,William,Home Office,Caguas,PR,Puerto Rico
47,Lori,Home Office,Caguas,PR,Puerto Rico
6405,Mary,Home Office,Caguas,PR,Puerto Rico
2426,Mary,Home Office,Caguas,PR,Puerto Rico
8133,Benjamin,Home Office,Caguas,PR,Puerto Rico
1429,Pamela,Home Office,Caguas,PR,Puerto Rico
9120,Terry,Home Office,Caguas,PR,Puerto Rico
12221,Betty,Home Office,Caguas,PR,Puerto Rico
9415,Mary,Home Office,Caguas,PR,Puerto Rico
724,Lawrence,Home Office,Caguas,PR,Puerto Rico
8897,Stephen,Home Office,Caguas,PR,Puerto Rico
7112,Mark,Home Office,Caguas,PR,Puerto Rico
1086,Mary,Home Office,Caguas,PR,Puerto Rico
2916,Cynthia,Home Office,Caguas,PR,Puerto Rico
11339,Mary,Home Office,Caguas,PR,Puerto Rico
10166,Aaron,Home Office,Caguas,PR,Puerto Rico
3091,Carolyn,Home Office,Caguas,PR,Puerto Rico
1070,Shawn,Home Office,Caguas,PR,Puerto Rico
6871,Gregory,Home Office,Caguas,PR,Puerto Rico
2339,Mary,Home Office,Caguas,PR,Puerto Rico
4232,Mary,Home Office,Caguas,PR,Puerto Rico
8986,Mary,Home Office,Caguas,PR,Puerto Rico
6491,Bruce,Home Office,Caguas,PR,Puerto Rico
5564,Mary,Home Office,Caguas,PR,Puerto Rico
7955,Mary,Home Office,Caguas,PR,Puerto Rico
5728,Sarah,Home Office,Caguas,PR,Puerto Rico
9704,Mary,Home Office,Caguas,PR,Puerto Rico
8485,Mary,Home Office,Caguas,PR,Puerto Rico
11216,Mary,Home Office,Caguas,PR,Puerto Rico
12160,Martha,Home Office,Caguas,PR,Puerto Rico
6352,Madison,Home Office,Caguas,PR,Puerto Rico
5870,John,Home Office,Caguas,PR,Puerto Rico
11776,Mary,Home Office,Caguas,PR,Puerto Rico
7060,Virginia,Home Office,Caguas,PR,Puerto Rico
3466,Evelyn,Home Office,Caguas,PR,Puerto Rico
1834,Jane,Home Office,Caguas,PR,Puerto Rico
2439,Mary,Home Office,Caguas,PR,Puerto Rico
6416,Mary,Home Office,Caguas,PR,Puerto Rico
6310,Jerry,Home Office,Caguas,PR,Puerto Rico
9029,Mary,Home Office,Caguas,PR,Puerto Rico
295,Julie,Home Office,Caguas,PR,Puerto Rico
9011,Mary,Home Office,Caguas,PR,Puerto Rico
1577,Mary,Home Office,Caguas,PR,Puerto Rico
1568,Mary,Home Office,Caguas,PR,Puerto Rico
9047,Jordan,Home Office,Caguas,PR,Puerto Rico
7603,Kevin,Home Office,Caguas,PR,Puerto Rico
6746,Anthony,Home Office,Caguas,PR,Puerto Rico
1566,Mary,Consumer,Caguas,PR,Puerto Rico
